worker_id,date,daily_earnings,tier,day_of_week,zone_demand_factor,seasonal_multiplier,avg_weekly_earnings_4w
W0100,2025-02-06,1533.74,2,3,1.16,1.11,1613.1
W0100,2025-02-07,1163.52,2,4,0.93,1.18,1599.88
W0100,2025-02-08,1517.47,2,5,0.92,1.16,1537.54
W0100,2025-02-09,1499.45,2,6,1.14,0.91,1535.03
W0100,2025-02-10,1031.06,2,0,1.09,0.82,1531.08
W0100,2025-02-11,1026.25,2,1,0.94,0.91,1481.08
W0100,2025-02-12,1215.15,2,2,1.19,0.8,1439.73
W0100,2025-02-13,1258.29,2,3,0.95,1.06,1421.01
W0100,2025-02-14,908.27,2,4,1.02,0.81,1408.5
W0100,2025-02-15,868.45,2,5,0.8,0.81,1372.77
W0100,2025-02-16,1372.85,2,6,1.0,1.03,1339.14
W0100,2025-02-17,1581.58,2,0,1.25,1.02,1341.25
W0100,2025-02-18,1223.17,2,1,0.93,1.11,1355.39
W0100,2025-02-19,1120.38,2,2,0.93,1.0,1348.04
W0100,2025-02-20,1607.93,2,3,1.24,1.06,1336.06
W0100,2025-02-21,1194.1,2,4,0.92,1.06,1349.65
W0100,2025-02-22,1397.66,2,5,1.02,0.93,1342.25
W0100,2025-02-23,1555.18,2,6,0.91,1.18,1344.77
W0100,2025-02-24,1667.57,2,0,1.22,1.14,1353.91
W0100,2025-02-25,1055.19,2,1,1.07,0.82,1366.98
W0100,2025-02-26,1094.93,2,2,1.05,0.85,1354.51
W0100,2025-02-27,802.09,2,3,0.84,0.88,1344.53
W0100,2025-02-28,1095.22,2,4,1.14,0.83,1324.44
W0101,2025-02-01,861.44,1,5,1.01,0.91,818.37
W0101,2025-02-02,1458.74,1,6,1.29,1.16,861.44
W0101,2025-02-03,1040.15,1,0,1.27,0.92,1160.09
W0101,2025-02-04,703.77,1,1,0.95,0.86,1120.11
W0101,2025-02-05,795.79,1,2,1.1,0.84,1016.03
W0101,2025-02-06,1126.67,1,3,1.16,1.1,971.98
W0101,2025-02-07,1147.9,1,4,1.19,1.09,997.76
W0101,2025-02-08,1121.25,1,5,1.09,1.06,1019.21
W0101,2025-02-09,1426.6,1,6,1.18,1.06,1031.96
W0101,2025-02-10,1061.49,1,0,1.08,1.2,1075.81
W0101,2025-02-11,1013.02,1,1,1.12,1.09,1074.38
W0101,2025-02-12,1174.32,1,2,1.24,1.12,1068.8
W0101,2025-02-13,947.8,1,3,1.1,1.06,1077.6
W0101,2025-02-14,782.39,1,4,0.9,1.03,1067.61
W0101,2025-02-15,1221.14,1,5,1.26,0.93,1047.24
W0101,2025-02-16,1140.72,1,6,0.96,1.19,1058.83
W0101,2025-02-17,1005.86,1,0,1.02,1.18,1063.95
W0101,2025-02-18,772.87,1,1,1.08,0.83,1060.53
W0101,2025-02-19,835.49,1,2,0.98,0.99,1044.55
W0101,2025-02-20,961.23,1,3,0.91,1.13,1033.55
W0101,2025-02-21,1286.38,1,4,1.29,1.17,1029.93
W0101,2025-02-22,1332.94,1,5,1.14,1.07,1042.14
W0101,2025-02-23,1062.44,1,6,1.2,0.94,1055.36
W0101,2025-02-24,771.74,1,0,0.87,1.0,1055.67
W0101,2025-02-25,950.97,1,1,1.24,0.88,1043.84
W0101,2025-02-26,775.32,1,2,0.88,0.97,1040.12
W0101,2025-02-27,1060.58,1,3,1.18,1.08,1029.94
W0101,2025-02-28,1185.76,1,4,1.23,1.13,1031.07
W0102,2025-02-01,911.37,2,5,0.81,0.87,865.8
W0102,2025-02-02,1331.0,2,6,0.99,0.97,911.37
W0102,2025-02-03,1229.8,2,0,1.15,0.9,1121.18
W0102,2025-02-04,1394.0,2,1,1.21,0.93,1157.39
W0102,2025-02-05,1105.4,2,2,1.1,0.84,1216.54
W0102,2025-02-06,1764.89,2,3,1.26,1.18,1194.31
W0102,2025-02-07,1584.48,2,4,1.26,1.05,1289.41
W0102,2025-02-08,1766.45,2,5,1.18,1.08,1331.56
W0102,2025-02-09,1694.05,2,6,1.16,1.04,1385.92
W0102,2025-02-10,996.71,2,0,0.8,1.04,1420.16
W0102,2025-02-11,1327.29,2,1,1.14,0.98,1377.81
W0102,2025-02-12,1294.9,2,2,1.16,0.91,1373.22
W0102,2025-02-13,1255.2,2,3,1.19,0.89,1366.7
W0102,2025-02-14,1285.38,2,4,1.06,1.01,1358.12
W0102,2025-02-15,1647.28,2,5,1.05,1.17,1352.92
W0102,2025-02-16,1567.44,2,6,1.28,0.82,1372.55
W0102,2025-02-17,1585.33,2,0,1.24,1.09,1384.73
W0102,2025-02-18,1400.91,2,1,1.24,0.93,1396.53
W0102,2025-02-19,999.08,2,2,0.97,0.87,1396.77
W0102,2025-02-20,1006.15,2,3,0.91,0.87,1375.84
W0102,2025-02-21,1352.99,2,4,1.27,0.9,1357.36
W0102,2025-02-22,1140.68,2,5,0.92,0.91,1357.15
W0102,2025-02-23,1491.76,2,6,1.08,1.0,1347.31
W0102,2025-02-24,1521.75,2,0,1.25,1.02,1353.59
W0102,2025-02-25,1101.1,2,1,0.9,1.0,1360.6
W0102,2025-02-26,1287.9,2,2,0.94,1.18,1350.22
W0102,2025-02-27,1226.36,2,3,1.01,0.98,1347.82
W0102,2025-02-28,1687.25,2,4,1.26,1.09,1343.32
W0103,2025-02-01,679.67,0,5,1.26,0.85,645.69
W0103,2025-02-02,514.72,0,6,0.87,0.91,679.67
W0103,2025-02-03,787.21,0,0,1.28,1.12,597.19
W0103,2025-02-04,361.87,0,1,0.84,0.86,660.53
W0103,2025-02-05,516.05,0,2,0.97,0.98,585.87
W0103,2025-02-06,424.6,0,3,0.84,1.08,571.9
W0103,2025-02-07,626.84,0,4,1.25,0.82,547.35
W0103,2025-02-08,651.49,0,5,1.06,0.88,558.71
W0103,2025-02-09,819.28,0,6,1.22,1.05,570.31
W0103,2025-02-10,662.48,0,0,1.09,1.15,597.97
W0103,2025-02-11,383.89,0,1,0.91,0.88,604.42
W0103,2025-02-12,500.24,0,2,0.89,1.0,584.37
W0103,2025-02-13,553.57,0,3,0.87,1.05,577.36
W0103,2025-02-14,599.7,0,4,1.16,0.89,575.53
W0103,2025-02-15,658.48,0,5,1.02,1.0,577.26
W0103,2025-02-16,763.23,0,6,1.14,1.05,582.67
W0103,2025-02-17,353.68,0,0,0.92,0.94,593.96
W0103,2025-02-18,753.85,0,1,1.24,1.14,579.82
W0103,2025-02-19,659.36,0,2,1.24,1.07,589.49
W0103,2025-02-20,621.43,0,3,1.1,1.02,593.17
W0103,2025-02-21,568.71,0,4,0.95,0.89,594.58
W0103,2025-02-22,711.95,0,5,1.18,0.97,593.35
W0103,2025-02-23,640.11,0,6,0.92,0.97,598.74
W0103,2025-02-24,492.24,0,0,0.97,0.96,600.54
W0103,2025-02-25,597.53,0,1,0.86,1.15,596.03
W0103,2025-02-26,563.06,0,2,1.1,1.07,596.09
W0103,2025-02-27,426.62,0,3,0.81,0.91,594.82
W0103,2025-02-28,656.23,0,4,1.0,1.02,588.59
W0104,2025-02-01,1461.26,2,5,0.96,1.07,1388.2
W0104,2025-02-02,1021.65,2,6,0.93,0.82,1461.26
W0104,2025-02-03,1198.85,2,0,0.91,1.05,1241.46
W0104,2025-02-04,1271.21,2,1,0.91,1.15,1227.25
W0104,2025-02-05,1526.27,2,2,1.07,1.11,1238.24
W0104,2025-02-06,1216.12,2,3,1.11,0.85,1295.85
W0104,2025-02-07,1563.51,2,4,1.07,1.18,1282.56
W0104,2025-02-08,1560.27,2,5,1.19,0.93,1322.7
W0104,2025-02-09,1366.8,2,6,1.18,0.83,1352.39
W0104,2025-02-10,1824.74,2,0,1.29,1.14,1353.99
W0104,2025-02-11,1300.59,2,1,1.0,1.09,1401.07
W0104,2025-02-12,1181.09,2,2,0.99,0.97,1391.93
W0104,2025-02-13,1262.67,2,3,1.08,0.9,1374.36
W0104,2025-02-14,1438.43,2,4,1.18,1.01,1365.77
W0104,2025-02-15,1620.59,2,5,1.05,1.12,1370.96
W0104,2025-02-16,1680.09,2,6,1.12,1.08,1387.6
W0104,2025-02-17,1550.1,2,0,1.17,1.13,1405.88
W0104,2025-02-18,1704.93,2,1,1.21,1.15,1414.37
W0104,2025-02-19,1147.15,2,2,1.23,0.83,1430.51
W0104,2025-02-20,1135.03,2,3,1.17,0.81,1415.6
W0104,2025-02-21,1451.65,2,4,1.17,1.02,1401.57
W0104,2025-02-22,1483.34,2,5,1.09,0.96,1403.95
W0104,2025-02-23,1915.15,2,6,1.23,1.11,1407.56
W0104,2025-02-24,995.86,2,0,1.03,0.84,1429.63
W0104,2025-02-25,1544.25,2,1,1.28,1.03,1411.56
W0104,2025-02-26,1085.41,2,2,0.91,0.96,1416.86
W0104,2025-02-27,1009.14,2,3,0.94,0.91,1404.12
W0104,2025-02-28,1368.75,2,4,0.99,1.2,1389.49
W0105,2025-02-01,883.77,0,5,1.16,1.18,839.58
W0105,2025-02-02,524.35,0,6,1.09,0.81,883.77
W0105,2025-02-03,588.8,0,0,1.02,0.99,704.06
W0105,2025-02-04,529.69,0,1,0.87,1.05,665.64
W0105,2025-02-05,502.6,0,2,0.84,1.02,631.65
W0105,2025-02-06,617.31,0,3,1.1,0.83,605.84
W0105,2025-02-07,532.37,0,4,1.0,1.14,607.75
W0105,2025-02-08,608.63,0,5,1.18,0.82,596.98
W0105,2025-02-09,801.57,0,6,1.01,1.1,598.44
W0105,2025-02-10,713.13,0,0,1.1,1.15,621.01
W0105,2025-02-11,396.6,0,1,0.93,0.88,630.22
W0105,2025-02-12,659.32,0,2,1.05,1.18,608.98
W0105,2025-02-13,432.63,0,3,0.92,0.98,613.18
W0105,2025-02-14,708.2,0,4,1.17,1.09,599.29
W0105,2025-02-15,778.81,0,5,1.26,0.97,607.07
W0105,2025-02-16,580.78,0,6,1.06,0.85,618.52
W0105,2025-02-17,619.0,0,0,1.23,0.85,616.16
W0105,2025-02-18,578.08,0,1,1.11,1.01,616.33
W0105,2025-02-19,544.34,0,2,0.87,1.15,614.2
W0105,2025-02-20,570.95,0,3,0.86,1.2,610.53
W0105,2025-02-21,727.87,0,4,1.16,1.15,608.55
W0105,2025-02-22,858.58,0,5,1.24,1.03,614.23
W0105,2025-02-23,711.29,0,6,0.95,1.07,625.34
W0105,2025-02-24,584.64,0,0,1.1,0.99,629.07
W0105,2025-02-25,462.07,0,1,0.91,0.93,627.22
W0105,2025-02-26,436.07,0,2,1.26,0.87,620.62
W0105,2025-02-27,618.65,0,3,1.16,0.99,613.52
W0105,2025-02-28,715.03,0,4,1.04,1.2,613.71
W0106,2025-02-01,1248.72,2,5,0.8,1.08,1186.28
W0106,2025-02-02,1294.58,2,6,0.85,1.05,1248.72
W0106,2025-02-03,1079.98,2,0,0.83,1.05,1271.65
W0106,2025-02-04,824.59,2,1,0.81,0.88,1207.76
W0106,2025-02-05,1236.19,2,2,0.94,1.16,1111.97
W0106,2025-02-06,1341.53,2,3,0.98,1.11,1136.81
W0106,2025-02-07,1533.3,2,4,1.27,1.02,1170.93
W0106,2025-02-08,1260.07,2,5,1.1,0.84,1222.7
W0106,2025-02-09,1204.81,2,6,0.89,1.03,1227.37
W0106,2025-02-10,1213.58,2,0,0.99,1.03,1224.86
W0106,2025-02-11,1615.0,2,1,1.23,1.04,1223.74
W0106,2025-02-12,1528.12,2,2,1.11,1.16,1259.3
W0106,2025-02-13,867.98,2,3,0.9,0.8,1281.71
W0106,2025-02-14,1622.29,2,4,1.26,1.05,1249.88
W0106,2025-02-15,1305.42,2,5,0.87,0.99,1276.48
W0106,2025-02-16,1430.18,2,6,0.87,1.12,1278.41
W0106,2025-02-17,1150.49,2,0,1.04,0.92,1287.9
W0106,2025-02-18,1294.96,2,1,1.0,1.11,1279.81
W0106,2025-02-19,1320.28,2,2,1.15,0.94,1280.66
W0106,2025-02-20,1011.26,2,3,0.84,1.04,1282.74
W0106,2025-02-21,923.13,2,4,0.91,0.87,1269.17
W0106,2025-02-22,1154.79,2,5,0.87,0.97,1252.69
W0106,2025-02-23,1499.44,2,6,1.15,0.9,1248.24
W0106,2025-02-24,1185.41,2,0,0.89,1.15,1259.16
W0106,2025-02-25,1608.57,2,1,1.23,1.11,1256.09
W0106,2025-02-26,1575.06,2,2,1.11,1.15,1270.19
W0106,2025-02-27,1248.72,2,3,1.26,0.88,1281.91
W0106,2025-02-28,1455.46,2,4,1.3,0.88,1280.68
W0107,2025-02-01,507.65,0,5,0.98,0.88,482.27
W0107,2025-02-02,893.85,0,6,1.26,1.0,507.65
W0107,2025-02-03,516.31,0,0,0.94,1.06,700.75
W0107,2025-02-04,733.03,0,1,1.3,1.08,639.27
W0107,2025-02-05,412.77,0,2,0.94,0.82,662.71
W0107,2025-02-06,626.17,0,3,1.16,0.99,612.72
W0107,2025-02-07,631.27,0,4,1.1,0.98,614.96
W0107,2025-02-08,802.73,0,5,1.12,1.02,617.29
W0107,2025-02-09,664.9,0,6,0.98,1.05,640.47
W0107,2025-02-10,531.5,0,0,1.23,0.83,643.19
W0107,2025-02-11,496.54,0,1,1.22,0.85,632.02
W0107,2025-02-12,629.34,0,2,0.96,1.14,619.7
W0107,2025-02-13,543.46,0,3,0.94,1.14,620.5
W0107,2025-02-14,503.18,0,4,0.97,1.07,614.58
W0107,2025-02-15,1004.82,0,5,1.25,1.16,606.62
W0107,2025-02-16,508.28,0,6,0.98,0.81,633.17
W0107,2025-02-17,624.71,0,0,1.01,1.07,625.36
W0107,2025-02-18,570.47,0,1,1.18,0.86,625.32
W0107,2025-02-19,510.82,0,2,0.93,0.87,622.28
W0107,2025-02-20,620.82,0,3,1.14,0.96,616.41
W0107,2025-02-21,742.49,0,4,1.12,1.14,616.63
W0107,2025-02-22,575.12,0,5,1.08,0.85,622.62
W0107,2025-02-23,763.42,0,6,1.22,0.83,620.46
W0107,2025-02-24,465.11,0,0,0.89,0.83,626.68
W0107,2025-02-25,584.61,0,1,0.96,1.05,619.95
W0107,2025-02-26,476.07,0,2,0.81,1.06,618.53
W0107,2025-02-27,691.66,0,3,1.03,1.15,613.06
W0107,2025-02-28,724.89,0,4,1.14,1.18,615.97
W0108,2025-02-01,1350.44,1,5,1.23,1.1,1282.92
W0108,2025-02-02,903.31,1,6,0.94,0.91,1350.44
W0108,2025-02-03,965.35,1,0,1.01,1.13,1126.88
W0108,2025-02-04,1019.84,1,1,1.29,0.9,1073.03
W0108,2025-02-05,699.11,1,2,1.02,0.84,1059.73
W0108,2025-02-06,1059.15,1,3,1.19,1.01,987.61
W0108,2025-02-07,1159.07,1,4,1.21,1.07,999.53
W0108,2025-02-08,1047.52,1,5,1.09,0.86,1022.32
W0108,2025-02-09,1247.69,1,6,1.3,0.97,1025.47
W0108,2025-02-10,943.59,1,0,0.97,1.19,1050.16
W0108,2025-02-11,1002.67,1,1,1.08,1.1,1039.51
W0108,2025-02-12,747.99,1,2,0.91,0.89,1036.16
W0108,2025-02-13,854.67,1,3,0.93,1.17,1012.14
W0108,2025-02-14,867.62,1,4,1.04,0.99,1000.03
W0108,2025-02-15,1027.66,1,5,0.96,1.03,990.57
W0108,2025-02-16,789.34,1,6,0.85,0.94,993.05
W0108,2025-02-17,684.57,1,0,0.88,0.99,980.31
W0108,2025-02-18,803.49,1,1,0.89,0.94,962.92
W0108,2025-02-19,763.65,1,2,0.88,1.02,954.06
W0108,2025-02-20,927.48,1,3,1.11,1.04,944.04
W0108,2025-02-21,1028.63,1,4,1.15,1.09,943.21
W0108,2025-02-22,1205.94,1,5,1.16,1.04,947.28
W0108,2025-02-23,847.9,1,6,1.0,0.82,959.04
W0108,2025-02-24,1015.9,1,0,1.26,0.84,954.2
W0108,2025-02-25,721.98,1,1,1.01,0.91,956.77
W0108,2025-02-26,619.39,1,2,0.88,0.87,947.38
W0108,2025-02-27,820.11,1,3,0.95,1.04,934.77
W0108,2025-02-28,1062.98,1,4,1.28,1.03,930.52
W0109,2025-02-01,962.14,1,5,0.87,1.07,914.03
W0109,2025-02-02,1033.54,1,6,1.2,0.86,962.14
W0109,2025-02-03,814.84,1,0,1.0,0.98,997.84
W0109,2025-02-04,667.9,1,1,0.89,0.92,936.84
W0109,2025-02-05,788.46,1,2,0.89,1.14,869.6
W0109,2025-02-06,794.11,1,3,0.88,1.02,853.38
W0109,2025-02-07,821.57,1,4,1.19,0.8,843.5
W0109,2025-02-08,1032.14,1,5,1.07,0.96,840.37
W0109,2025-02-09,987.65,1,6,1.04,0.95,864.34
W0109,2025-02-10,894.02,1,0,0.99,0.93,878.04
W0109,2025-02-11,1017.32,1,1,1.27,0.96,879.64
W0109,2025-02-12,1150.46,1,2,1.14,1.15,892.15
W0109,2025-02-13,901.79,1,3,1.1,1.01,913.68
W0109,2025-02-14,949.24,1,4,1.29,0.81,912.76
W0109,2025-02-15,1025.45,1,5,1.24,0.87,915.37
W0109,2025-02-16,872.34,1,6,0.8,1.04,922.71
W0109,2025-02-17,620.42,1,0,0.84,0.89,919.56
W0109,2025-02-18,678.3,1,1,0.95,0.84,901.96
W0109,2025-02-19,757.31,1,2,0.99,0.87,889.54
W0109,2025-02-20,994.35,1,3,1.14,0.99,882.58
W0109,2025-02-21,954.38,1,4,0.93,1.18,888.17
W0109,2025-02-22,946.17,1,5,1.06,0.84,891.32
W0109,2025-02-23,985.64,1,6,0.97,1.09,893.81
W0109,2025-02-24,687.02,1,0,0.88,0.85,897.81
W0109,2025-02-25,1027.61,1,1,1.05,1.07,889.02
W0109,2025-02-26,945.23,1,2,1.14,0.97,894.57
W0109,2025-02-27,683.1,1,3,0.83,0.97,896.52
W0109,2025-02-28,1158.41,1,4,1.2,1.16,888.61
W0110,2025-02-01,837.31,0,5,1.05,1.11,795.44
W0110,2025-02-02,370.62,0,6,0.86,0.87,837.31
W0110,2025-02-03,751.53,0,0,1.18,1.15,603.96
W0110,2025-02-04,757.23,0,1,1.27,1.08,653.15
W0110,2025-02-05,440.33,0,2,0.93,1.01,679.17
W0110,2025-02-06,488.55,0,3,1.02,0.99,631.4
W0110,2025-02-07,503.12,0,4,0.82,1.15,607.59
W0110,2025-02-08,676.42,0,5,1.1,0.95,592.67
W0110,2025-02-09,795.86,0,6,1.14,1.11,603.14
W0110,2025-02-10,585.8,0,0,1.01,0.98,624.55
W0110,2025-02-11,485.19,0,1,0.95,0.81,620.68
W0110,2025-02-12,617.33,0,2,1.07,0.96,608.36
W0110,2025-02-13,514.03,0,3,0.89,1.01,609.11
W0110,2025-02-14,689.79,0,4,1.05,1.16,601.79
W0110,2025-02-15,711.3,0,5,0.97,0.98,608.08
W0110,2025-02-16,878.55,0,6,1.27,1.13,614.96
W0110,2025-02-17,486.01,0,0,0.82,0.93,631.43
W0110,2025-02-18,730.89,0,1,1.16,1.12,622.88
W0110,2025-02-19,465.19,0,2,0.85,1.01,628.88
W0110,2025-02-20,521.87,0,3,1.12,0.92,620.27
W0110,2025-02-21,476.88,0,4,1.0,0.87,615.35
W0110,2025-02-22,560.98,0,5,1.17,0.83,608.75
W0110,2025-02-23,999.51,0,6,1.28,1.12,606.58
W0110,2025-02-24,656.91,0,0,1.07,1.12,623.66
W0110,2025-02-25,487.47,0,1,1.15,0.82,625.05
W0110,2025-02-26,620.16,0,2,1.27,0.91,619.55
W0110,2025-02-27,530.19,0,3,1.14,0.87,619.57
W0110,2025-02-28,478.35,0,4,1.0,0.87,616.26
W0111,2025-02-01,1061.42,2,5,0.94,0.8,1008.35
W0111,2025-02-02,1243.79,2,6,0.94,0.98,1061.42
W0111,2025-02-03,1141.34,2,0,1.12,0.84,1152.6
W0111,2025-02-04,1213.26,2,1,0.91,1.04,1148.85
W0111,2025-02-05,1397.02,2,2,1.16,1.04,1164.95
W0111,2025-02-06,1359.19,2,3,1.1,1.02,1211.37
W0111,2025-02-07,1248.76,2,4,1.04,1.02,1236.0
W0111,2025-02-08,1522.59,2,5,1.21,0.86,1237.83
W0111,2025-02-09,1437.08,2,6,1.05,1.01,1273.42
W0111,2025-02-10,1429.03,2,0,1.13,1.03,1291.61
W0111,2025-02-11,1018.65,2,1,0.84,0.99,1305.35
W0111,2025-02-12,1416.07,2,2,1.17,1.01,1279.28
W0111,2025-02-13,1200.46,2,3,0.95,1.1,1290.68
W0111,2025-02-14,1104.52,2,4,0.88,1.03,1283.74
W0111,2025-02-15,1613.01,2,5,1.11,1.03,1270.94
W0111,2025-02-16,1405.9,2,6,0.94,1.1,1293.75
W0111,2025-02-17,1123.72,2,0,0.99,1.02,1300.76
W0111,2025-02-18,1075.05,2,1,0.86,0.96,1290.34
W0111,2025-02-19,892.8,2,2,0.91,0.84,1278.38
W0111,2025-02-20,1782.04,2,3,1.18,1.19,1258.09
W0111,2025-02-21,1558.0,2,4,1.29,1.02,1284.29
W0111,2025-02-22,1652.44,2,5,1.25,0.91,1297.32
W0111,2025-02-23,1649.29,2,6,1.12,1.07,1313.46
W0111,2025-02-24,1219.82,2,0,1.05,1.01,1328.06
W0111,2025-02-25,1050.08,2,1,0.91,0.96,1323.55
W0111,2025-02-26,1259.29,2,2,1.26,0.86,1312.61
W0111,2025-02-27,1522.56,2,3,1.24,0.96,1310.56
W0111,2025-02-28,1502.93,2,4,1.18,1.06,1318.41
W0112,2025-02-01,576.18,0,5,1.14,0.84,547.37
W0112,2025-02-02,485.55,0,6,0.89,0.81,576.18
W0112,2025-02-03,661.87,0,0,1.1,1.0,530.86
W0112,2025-02-04,477.0,0,1,1.0,0.81,574.53
W0112,2025-02-05,472.82,0,2,1.1,0.87,550.15
W0112,2025-02-06,516.38,0,3,1.28,0.81,534.68
W0112,2025-02-07,631.65,0,4,1.1,1.12,531.63
W0112,2025-02-08,715.94,0,5,0.9,1.17,545.92
W0112,2025-02-09,664.08,0,6,1.16,0.9,567.17
W0112,2025-02-10,364.68,0,0,0.87,0.83,577.94
W0112,2025-02-11,391.15,0,1,0.82,1.03,556.62
W0112,2025-02-12,524.14,0,2,1.02,0.9,541.57
W0112,2025-02-13,422.8,0,3,0.89,0.98,540.12
W0112,2025-02-14,701.64,0,4,1.22,1.15,531.1
W0112,2025-02-15,811.53,0,5,1.25,0.9,543.28
W0112,2025-02-16,745.57,0,6,1.14,0.96,561.16
W0112,2025-02-17,569.31,0,0,1.04,0.95,572.69
W0112,2025-02-18,565.82,0,1,1.24,1.01,572.49
W0112,2025-02-19,742.54,0,2,1.16,1.04,572.12
W0112,2025-02-20,628.56,0,3,1.02,1.13,581.09
W0112,2025-02-21,549.24,0,4,0.83,1.12,583.46
W0112,2025-02-22,448.72,0,5,0.82,0.96,581.83
W0112,2025-02-23,789.04,0,6,1.11,0.98,575.78
W0112,2025-02-24,727.19,0,0,1.18,1.03,585.05
W0112,2025-02-25,670.56,0,1,1.2,1.09,590.98
W0112,2025-02-26,485.03,0,2,0.87,0.9,594.16
W0112,2025-02-27,483.45,0,3,1.04,0.91,589.96
W0112,2025-02-28,679.22,0,4,1.03,1.08,586.02
W0113,2025-02-01,818.56,0,5,1.18,1.1,777.63
W0113,2025-02-02,549.85,0,6,1.03,0.9,818.56
W0113,2025-02-03,376.5,0,0,0.82,0.86,684.2
W0113,2025-02-04,700.9,0,1,1.24,1.03,581.64
W0113,2025-02-05,573.17,0,2,1.16,0.92,611.45
W0113,2025-02-06,506.26,0,3,0.95,1.09,603.8
W0113,2025-02-07,548.14,0,4,1.14,0.86,587.54
W0113,2025-02-08,775.38,0,5,1.1,1.14,581.91
W0113,2025-02-09,677.92,0,6,0.91,1.14,606.1
W0113,2025-02-10,545.26,0,0,0.98,1.0,614.08
W0113,2025-02-11,582.64,0,1,1.24,1.01,607.19
W0113,2025-02-12,767.54,0,2,1.29,1.06,604.96
W0113,2025-02-13,551.3,0,3,1.09,1.0,618.51
W0113,2025-02-14,727.46,0,4,1.26,1.06,613.34
W0113,2025-02-15,735.82,0,5,1.24,0.99,621.49
W0113,2025-02-16,522.21,0,6,0.83,0.89,629.11
W0113,2025-02-17,500.0,0,0,0.88,1.04,622.43
W0113,2025-02-18,469.99,0,1,0.9,1.0,615.23
W0113,2025-02-19,712.2,0,2,1.08,1.06,607.16
W0113,2025-02-20,751.7,0,3,1.21,1.12,612.69
W0113,2025-02-21,747.79,0,4,1.25,1.1,619.64
W0113,2025-02-22,859.83,0,5,1.11,1.18,625.74
W0113,2025-02-23,706.2,0,6,0.94,1.18,636.38
W0113,2025-02-24,642.02,0,0,1.2,0.98,639.42
W0113,2025-02-25,533.99,0,1,1.06,0.9,639.53
W0113,2025-02-26,765.92,0,2,1.27,1.14,635.31
W0113,2025-02-27,606.89,0,3,0.91,1.09,640.33
W0113,2025-02-28,590.54,0,4,0.93,0.91,639.09
W0114,2025-02-01,863.86,0,5,1.17,1.09,820.67
W0114,2025-02-02,518.54,0,6,0.95,0.88,863.86
W0114,2025-02-03,726.73,0,0,1.18,0.99,691.2
W0114,2025-02-04,571.08,0,1,0.83,1.12,703.04
W0114,2025-02-05,404.28,0,2,0.84,0.99,670.05
W0114,2025-02-06,506.5,0,3,0.85,1.04,616.9
W0114,2025-02-07,609.5,0,4,1.1,0.92,598.5
W0114,2025-02-08,879.96,0,5,1.25,1.09,600.07
W0114,2025-02-09,761.38,0,6,1.12,1.04,635.06
W0114,2025-02-10,335.27,0,0,0.93,0.96,649.09
W0114,2025-02-11,515.6,0,1,0.94,1.05,617.71
W0114,2025-02-12,598.6,0,2,0.94,1.06,608.43
W0114,2025-02-13,475.84,0,3,0.93,1.01,607.61
W0114,2025-02-14,669.63,0,4,1.05,1.05,597.47
W0114,2025-02-15,709.25,0,5,0.86,1.1,602.63
W0114,2025-02-16,674.23,0,6,1.05,1.0,609.73
W0114,2025-02-17,776.89,0,0,1.18,1.07,613.77
W0114,2025-02-18,626.56,0,1,0.97,1.07,623.36
W0114,2025-02-19,613.81,0,2,1.21,0.88,623.54
W0114,2025-02-20,503.62,0,3,0.95,0.92,623.03
W0114,2025-02-21,596.84,0,4,1.18,0.99,617.06
W0114,2025-02-22,521.51,0,5,0.91,1.07,616.09
W0114,2025-02-23,591.53,0,6,0.9,0.96,611.79
W0114,2025-02-24,594.99,0,0,0.96,1.01,610.91
W0114,2025-02-25,525.1,0,1,1.04,1.04,610.25
W0114,2025-02-26,495.6,0,2,0.91,0.91,606.84
W0114,2025-02-27,759.88,0,3,1.27,1.13,602.57
W0114,2025-02-28,751.96,0,4,1.16,1.13,608.39
W0115,2025-02-01,573.62,0,5,0.96,0.92,544.94
W0115,2025-02-02,664.82,0,6,1.27,0.82,573.62
W0115,2025-02-03,491.19,0,0,1.12,0.86,619.22
W0115,2025-02-04,596.35,0,1,1.21,0.88,576.54
W0115,2025-02-05,564.78,0,2,1.13,0.9,581.5
W0115,2025-02-06,518.22,0,3,1.01,0.95,578.15
W0115,2025-02-07,673.77,0,4,1.08,1.1,568.16
W0115,2025-02-08,520.82,0,5,1.02,0.91,583.25
W0115,2025-02-09,530.26,0,6,0.88,1.09,575.45
W0115,2025-02-10,707.39,0,0,1.27,1.11,570.43
W0115,2025-02-11,638.76,0,1,1.0,1.18,584.12
W0115,2025-02-12,694.28,0,2,1.29,1.03,589.09
W0115,2025-02-13,340.16,0,3,0.83,0.82,597.86
W0115,2025-02-14,562.4,0,4,1.02,0.91,578.03
W0115,2025-02-15,836.83,0,5,1.04,1.15,576.92
W0115,2025-02-16,891.48,0,6,1.21,1.15,594.24
W0115,2025-02-17,570.23,0,0,1.09,1.02,612.82
W0115,2025-02-18,640.67,0,1,1.07,1.06,610.32
W0115,2025-02-19,661.02,0,2,1.08,1.13,612.0
W0115,2025-02-20,720.8,0,3,1.18,1.15,614.58
W0115,2025-02-21,741.39,0,4,1.15,1.1,619.89
W0115,2025-02-22,822.56,0,5,1.19,1.1,625.68
W0115,2025-02-23,591.82,0,6,0.96,0.89,634.63
W0115,2025-02-24,658.5,0,0,0.93,1.04,632.77
